ss,right,left
296.5,9.340853215993297,8.929148823510618
297.0,9.341881730072862,8.928113873133878
297.5,9.342960008404377,8.927041051097286
298.0,9.344061165173043,8.925936364292227
298.5,9.345194404705543,8.924807654447198
299.0,9.34632755178048,8.923675217274102
299.5,9.347460712492644,8.922538879476265
300.0,9.34858203095918,8.921417166504057
300.5,9.349689204193687,8.920309612489799
301.0,9.350772189554254,8.919227660382072
301.5,9.351829006584357,8.918175807747664
302.0,9.352845228923647,8.917155564730281
302.5,9.353825563931705,8.916176380151944
303.0,9.354760979574282,8.915237069930987
303.5,9.355660132693503,8.914341481735445
304.0,9.356517725286105,8.913485085364822
304.5,9.357340929010979,8.912659677983935
305.0,9.358117253967078,8.911882159960156
305.5,9.358855202853224,8.91114323732049
306.0,9.359563898440667,8.910433054161906
306.5,9.360244120621998,8.909756748301648
307.0,9.360915267509817,8.909083458919875
307.5,9.361546586520815,8.908452033781987
308.0,9.36214692841125,8.907851277264747
308.5,9.362722785766008,8.907277444184253
309.0,9.363262259919088,8.906735702285758
309.5,9.363772560971103,8.90622881222202
310.0,9.364218047077753,8.905778836618266
310.5,9.36464746836161,8.905359616902063
311.0,9.365004490924894,8.904994264507744
311.5,9.36532141373242,8.90467725170268
312.0,9.365601116970229,8.904400425620718
312.5,9.365814269198763,8.904179996385619
313.0,9.365998495244932,8.904004401617883
313.5,9.36611698233416,8.903882771998406
314.0,9.366186464390033,8.90381576027417
314.5,9.366221281540641,8.90378412160843
315.0,9.366182842193544,8.903812199855388
315.5,9.366118020344327,8.903884715498014
316.0,9.36600957443143,8.90399308801729
316.5,9.365849157856662,8.904157956158137
317.0,9.365649474159765,8.904353705180434
317.5,9.365407854758029,8.904589267596677
318.0,9.365133314827116,8.904862796238517
318.5,9.364844612755212,8.90515581264107
319.0,9.3645128700139,8.90548850448649
319.5,9.364169162935232,8.90583424274121
320.0,9.363794292207624,8.906204773041726
320.5,9.36342651127165,8.906578404524145
321.0,9.363034106294013,8.906963844463496
321.5,9.362645724933769,8.907349631599978
322.0,9.362266957350169,8.907732201649134
322.5,9.361901961044143,8.908093590672483
323.0,9.361540604365045,8.90845535116384
323.5,9.361228735909977,8.9087729545174
324.0,9.360929539408296,8.909068180676119
324.5,9.360685069451554,8.90932020055916
325.0,9.360488497367818,8.909511840597235
325.5,9.360331079430328,8.90967146700056
