steps,X,Y,yaw,vx,vy,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,delta,alpha,kappa,lookahead,target_vel
1432,31.806854248046875,3.3416950702667236,-1.6101758240436257,10.8463633752272,0.3226374802251638,377.164124146552,0.1524958462140109,1.0,0.10798724740743637,0.0,23.287168502807617,3.182124614715576,38.038604736328125,2.441798448562622,0.09423292182637488,0.049417065719351054,0.05188849759201186,None,12.374893359412459
1433,31.803741455078125,3.138171434402466,-1.6033006073734772,10.957254860246506,0.3297069381568011,377.3620351651493,0.14596113005863898,1.0,0.11189431697130203,0.0,23.272411346435547,2.8314104080200195,38.033897399902344,2.3299410343170166,0.09806154642135147,0.051439275243727996,0.04971582216149814,None,12.642405039446675
1434,31.80209732055664,2.944384813308716,-1.5965769245693542,11.062262385048296,0.33720874582249133,377.550473367454,0.1397261727062884,1.0,0.115105040371418,0.0,23.26364517211914,2.4974701404571533,38.031105041503906,2.223433256149292,0.10188377157845063,0.053459835024189696,0.04764450623769112,None,12.91429188197005
1435,31.80182456970215,2.7408952713012695,-1.589322340601924,11.171994813170448,0.3443854721211451,377.7483784330661,0.13314954382397515,1.0,0.11931134015321732,0.0,23.259967803955078,2.1468987464904785,38.02992630004883,2.111621141433716,0.10607723360555325,0.05567871505005142,0.04546638317165717,None,13.220010780268893
1436,31.80296516418457,2.547187328338623,-1.5822264810354623,11.275681533650573,0.35154467312482884,377.93683575733655,0.1268939367675933,1.0,0.12284011393785477,0.0,23.26082992553711,1.8954083919525146,38.03020477294922,2.03141188621521,0.11023980634156785,0.057883482776339035,0.04339034455509801,None,13.532575655004479
1437,31.80592155456543,2.331632375717163,-1.5740982470724314,11.390243510135798,0.35904642041419577,378.14666366555264,0.11991701307201225,1.0,0.12802466750144958,0.0,23.2674560546875,1.5230262279510498,38.032318115234375,1.9126429557800293,0.11505189209842528,0.0604351652145351,0.04107673385502048,None,13.908460487526927
1438,31.8104190826416,2.1251578330993652,-1.5660794690302027,11.498805905697232,0.3671216285145779,378.34780769770026,0.113280387905919,1.0,0.1321442425251007,0.0,23.27979850769043,1.1664772033691406,38.036251068115234,1.7989251613616943,0.1198435918426341,0.06297925119741643,0.0388577541590617,None,14.30007005272859
1439,31.8169002532959,1.910894751548767,-1.5574990303140765,11.610475286201599,0.3746314235167023,378.5567430861226,0.106417641781215,1.0,0.1371666043996811,0.0,23.298812866210938,0.7967326641082764,38.042320251464844,1.6810014247894287,0.12498297184040187,0.06571165661172972,0.036551350017822636,None,14.744338812187896
1440,31.825441360473633,1.6924593448638916,-1.5484710473767624,11.722993036749763,0.3825169922322016,378.77000622801114,0.09948723140357223,1.0,0.1422993242740631,0.0,23.324684143066406,0.42017313838005066,38.050567626953125,1.560899257659912,0.13039454528067768,0.0685931284313565,0.03419649125144484,None,15.243554206425967
1441,31.835811614990234,1.4772464036941528,-1.5392925958378587,11.83259147780749,0.3902038926001097,378.9804151881725,0.09275292657379498,1.0,0.14726820588111877,0.0,23.349327087402344,0.1277923583984375,38.05842971801758,1.4676458835601807,0.13589626162182894,0.07152738099237317,0.031872516086205664,None,15.789516762132672
1442,31.847482681274414,1.2729660272598267,-1.5303156124354196,11.935398601292789,0.39741927364897994,379.1804601483136,0.086483811006642,1.0,0.1518738567829132,0.0,23.384252548217773,-0.22388651967048645,38.0695686340332,1.3554836511611938,0.1412805472714511,0.07440387883976644,0.02966279468014927,None,16.367071524353015
1443,31.86134910583496,1.0639710426330566,-1.5208556647692948,12.039478322629614,0.4039433757948059,379.38547772850137,0.08018097677635536,1.0,0.15725867450237274,0.0,23.425941467285156,-0.5833154916763306,38.082862854003906,1.2408480644226074,0.1469467947742678,0.07743644487653363,0.027397747576378403,None,17.030193522536894
1444,31.8778133392334,0.8477099537849426,-1.5107644147667665,12.145744477939864,0.4106540375637495,379.5980473874614,0.07379004780904208,1.0,0.16305530071258545,0.0,23.475433349609375,-0.9547504782676697,38.09864807128906,1.122380256652832,0.15297487631147,0.08066904411875683,0.025049669876401694,None,17.810495817562106
1445,31.89824867248535,0.6127020716667175,-1.4994294685351712,12.259653616490613,0.41747003491510826,379.82958670189856,0.06698938727195347,1.0,0.169843852519989,0.0,23.536537170410156,-1.3577102422714233,38.11813735961914,0.993860125541687,0.1596937270557145,0.08428017252029803,0.022492516413687713,None,18.79567773325004
1446,31.921152114868164,0.3797953426837921,-1.487808099328338,12.370777025970293,0.42386491654483827,380.0596662145937,0.06046818173646202,1.0,0.17606982588768005,0.0,23.590539932250977,-1.6773364543914795,38.13536071777344,0.8919204473495483,0.16652521593941783,0.08796099774188879,0.019952610121049815,None,19.956168163264014
1447,31.944643020629883,0.16491548717021942,-1.4767423986829498,12.471739632937082,0.4297179221390468,380.27251951308943,0.054722582900065236,1.0,0.18147249519824982,0.0,23.658565521240234,-2.044015407562256,38.15705490112305,0.7749717235565186,0.17299077043357566,0.09145354911016042,0.01783295601280442,None,21.108887433880753
1448,31.972225189208984,-0.06317653506994247,-1.464622352561999,12.57763576641192,0.43441095388060935,380.49912643266634,0.048845264676423264,1.0,0.1883346140384674,0.0,23.73781967163086,-2.432622194290161,38.182334899902344,0.6510288715362549,0.18001502936427338,0.09525813933224321,0.015899957623527566,None,22.355224197588125
1449,32.00364685058594,-0.29872047901153564,-1.4516889770441381,12.685164363503148,0.4385152355749262,380.7339093422974,0.04305669094979141,1.0,0.1953735500574112,0.0,23.82729148864746,-2.833132028579712,38.210872650146484,0.5232882499694824,0.18743214827567564,0.09928760577767395,0.014413868431253153,None,23.479386037814546
1450,32.03723907470703,-0.5286639928817749,-1.4386436156024396,12.788263735900724,0.44248667181224577,380.96391407258534,0.037766458527994554,1.0,0.20200391113758087,0.0,23.892976760864258,-3.1065990924835205,38.23181915283203,0.4360678195953369,0.19482536223005453,0.10331699999874928,0.013206056225444324,None,24.529598635715626
1451,32.07235336303711,-0.7498640418052673,-1.4256953263824743,12.88586260772896,0.4452287808832276,381.1859595601437,0.03305288982165577,1.0,0.2084396928548813,0.0,23.997840881347656,-3.5140151977539062,38.26526641845703,0.30612945556640625,0.20207347756647473,0.10728038206664321,0.012376647429374357,None,25.338185040082426
1452,32.11241149902344,-0.9824491143226624,-1.4116452874195433,12.986992636320142,0.44636921053849754,381.42033504942845,0.028448739141327995,1.0,0.21585208177566528,0.0,24.10671615600586,-3.9058918952941895,38.299991607666016,0.18114328384399414,0.20982549786230814,0.11153424891417041,0.011862676358649106,None,25.881275284579274
1453,32.154117584228516,-1.2068099975585938,-1.3976682190704803,13.082708297180622,0.44718201761158394,381.64733356714845,0.024461034347897138,1.0,0.22264350950717926,0.0,24.219058990478516,-4.283127307891846,38.33582305908203,0.06082630157470703,0.21743274958243516,0.11572432898076775,0.011271050378091672,None,26.551851939149998
1454,32.202171325683594,-1.4463751316070557,-1.3822537095230474,13.183087958038177,0.44654341677405096,381.8907560941625,0.020647934558868045,1.0,0.23044812679290771,0.0,24.347009658813477,-4.68499231338501,38.37662887573242,-0.06734418869018555,0.22560262663854927,0.12024231881106849,0.010651526050226172,None,27.313106378929575
