steps,X,Y,yaw,vx,vy,dt,progress,error,cmd_throttle,cmd_steer
1,90.0,93.0,0.0,0.0,0.0,1.6593213169835508,1889.296347001378,1.1345533227280022,0.0,5.899677276611328
2,90.0,93.0,0.0,0.0,0.0,0.1022497033700347,1889.2963322104472,1.1345533228085922,0.009999332949519157,0.22691066563129425
3,90.0,93.0,0.0,0.0,0.0,0.0168608445674181,1889.296332180689,1.1345533228089497,0.019994666799902916,0.22691066563129425
4,90.0,93.0,0.0,0.0,0.0,0.016876153647899628,1889.2963321806656,1.134553322808955,0.029982002452015877,0.22691066563129425
5,90.0,93.0,0.0,0.0,0.0,0.017877992242574692,1889.2963321814711,1.134553322808951,0.03995734825730324,0.22691066563129425
6,90.0,93.0,0.0,0.0,0.0,0.016783900558948517,1889.2963321810078,1.1345533228089417,0.04991670697927475,0.22691066563129425
7,90.0,93.0,0.0,0.0,0.0,0.01733003556728363,1889.2963321806408,1.1345533228089442,0.059856101870536804,0.22691066563129425
8,90.0,93.0,0.0,0.0,0.0,0.017797362059354782,1889.2963321803632,1.1345533228089517,0.06977155804634094,0.22691066563129425
9,90.0,93.0,0.0,0.0,0.0,0.02133702114224434,1889.296332181002,1.1345533228089664,0.079659104347229,0.22691066563129425
10,90.0,93.0,0.0,0.0,0.0,0.015511734411120415,1889.296332180133,1.1345533228089713,0.08951478451490402,0.22691066563129425
11,90.0,93.0,0.0,0.0,0.0,0.017534367740154266,1889.2963321810691,1.1345533228089584,0.09933466464281082,0.22691066563129425
12,90.0,93.0,0.0,0.0,0.0,0.018675409257411957,1889.2963321807633,1.1345533228089553,0.10911481082439423,0.22691066563129425
13,90.0,93.0,0.0,0.0,0.0,0.023760519921779633,1889.2963321804516,1.134553322808956,0.11885131150484085,0.22691066563129425
14,90.0,93.0,0.0,0.0,0.0,0.01657836325466633,1889.29633218056,1.134553322808969,0.1285402774810791,0.22691066563129425
15,90.0,93.0,0.0,0.0,0.0,0.020210860297083855,1889.2963321804018,1.1345533228089537,0.13817782700061798,0.22691066563129425
16,90.0,93.0,0.0,0.0,0.0,0.01738148182630539,1889.2963321808047,1.1345533228089484,0.14776010811328888,0.22691066563129425
17,90.0,93.0,0.0,0.0,0.0,0.017808211967349052,1889.2963321808825,1.1345533228089535,0.15728327631950378,0.22691066563129425
18,90.0,93.0,0.0,0.0,0.0,0.018379654735326767,1889.2963321811335,1.1345533228089733,0.16674354672431946,0.22691066563129425
19,90.0005874633789,93.00004577636719,5.719448904670875e-06,0.008011753164227182,0.0025167435390628305,0.016171680763363838,1889.2969230204553,1.134524747289155,0.17613711953163147,0.2267620712518692
20,90.00101470947266,93.00007629394531,7.465145492956712e-06,0.006017646083390028,0.001532202949530986,0.016977524384856224,1889.2973538001586,1.1345067364486932,0.18546023964881897,0.22681128978729248
21,90.00132751464844,93.0000991821289,8.556600734226287e-06,0.0042568156558207785,0.0009802957206999988,0.017404012382030487,1889.2976692062778,1.1344930042725023,0.1947091668844223,0.22682994604110718
22,90.00151062011719,93.0000991821289,8.786691334296358e-06,-0.00021776544380827835,-0.0006497816722735822,0.017909402027726173,1889.2978535668751,1.1344983577871899,0.2038802206516266,0.22692644596099854
23,90.00151824951172,93.00010681152344,8.998101283226453e-06,-0.0004414914656929576,-0.0003792456847018589,0.017263609915971756,1889.2978618097372,1.1344909547071675,0.21296973526477814,0.22686117887496948
24,90.00151824951172,93.00011444091797,9.119914611208765e-06,-0.0005911164876595565,-0.00015911566935299104,0.01730409637093544,1889.2978620499484,1.1344833285738662,0.22197405993938446,0.22685854136943817
